"","X","ID","duration","gender","age","ager","plz","state","urban","edu","res","s5_5t","att_organic","att_glypho","att_pest","att_smallfarm","att_tech","att_fert","awareness","knowledge","imp_aesth","imp_food","imp_water","imp_recr","imp_flood","imp_drought","imp_climate","imp_soc_climate","imp_soc_food","imp_soc_water","imp_soc_flood","imp_soc_drought","imp_per_climate","imp_per_food","imp_per_water","imp_per_flood","imp_per_drought","exp_flood","exp_drought","resp_pol","resp_con","resp_ret","resp_prod","motive_1","motive_2","motive_3","motive_4","motive_5","motive_6","motive_7","motive_8","motive_9","motive_10","motive_11","motive_12","motive_13","motive_14","motive_15","motive_16","motive_17","motive_18","INS","ICS","member","donation","farmer","livestock","no_ag","empl","income","marital","hh_size","childr","sd7","sys_RespNum","sys_ElapsedTime","q1","q2","q3","q4","q5","q6","q7","q8","q9","BLOCK","sys_pagetime_Random1","sys_pagetime_Random2","sys_pagetime_Random3","sys_pagetime_Random4","sys_pagetime_Fixed1","sys_pagetime_Random5","sys_pagetime_Random6","sys_pagetime_Random7","sys_pagetime_Random8"
"64",64,64,812,1,55,5,"72160","bw",0,"hauptschule","rented_flat"," ",5,5,5,5,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,3,3,3,1,3,5,5,5,5,2,5,5,5,1,5,5,3,5,7,1,0,0,0,0,1,"parttime","3500_5000","married",2,1,NA,1063,225,2,2,2,2,1,1,2,1,2,13,37,16,23,17,15,16,16,14,8
"65",65,65,922,1,54,5,"39120","st",1,"polyt_oberschule","rented_flat"," ",5,4,5,5,4,3,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,5,5,3,5,5,4,5,4,5,5,4,5,5,5,5,5,5,3,5,5,5,4,0,1,0,0,1,"fulltime","2000_2500","divorced_widowed",2,1,NA,267,394,1,2,2,2,1,1,1,2,2,27,61,35,53,79,25,26,48,34,17
"66",66,66,5361,1,22,2,"85055","ba",1,"realschule","rented_flat"," ",4,5,5,4,5,5,3,3,4,5,5,4,4,3,5,4,5,5,3,3,4,5,5,4,2,0,0,5,5,5,4,1,2,1,5,4,3,4,5,4,4,4,5,4,3,3,5,5,5,6,1,0,0,0,0,1,"fulltime","2000_2500","single",1,NA,NA,388,59,2,2,2,2,1,2,3,3,3,28,9,2,2,2,3,2,3,3,4
"67",67,67,829,1,55,5,"71735","bw",1,"fachabitur","own_house"," ",4,5,4,3,4,4,2,2,3,4,5,3,5,4,5,5,4,5,5,5,5,4,5,4,5,0,3,5,5,5,4,1,1,2,3,4,1,5,4,4,2,3,4,5,1,5,2,5,5,4,4,0,1,0,0,1,"fulltime","5000_above","divorced_widowed",2,1,NA,1270,272,2,1,2,2,2,1,1,1,1,10,23,33,36,26,18,12,15,14,36
"68",68,68,994,0,57,5,"17309","mv",0,"university","own_house"," ",5,5,5,5,3,3,5,3,3,5,5,4,5,5,5,4,5,5,4,5,4,5,5,4,5,0,0,3,3,5,5,3,3,3,3,5,3,3,5,4,3,5,4,2,3,5,3,3,5,7,1,0,0,0,0,1,"fulltime","2500_3500","married",2,1,NA,1597,233,3,3,3,3,3,3,3,3,3,7,50,30,35,11,10,12,10,12,10
"69",69,69,2910,1,31,3,"50933","nw",1,"university","rented_flat"," ",1,1,1,3,5,1,5,4,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,1,0,5,5,5,2,2,4,4,2,3,2,2,4,4,1,4,3,4,2,4,2,4,2,4,3,0,0,1,1,0,"fulltime","5000_above","partnership",2,1,NA,1304,419,1,2,1,2,1,1,1,2,1,14,15,17,14,15,10,16,15,13,295
"70",70,70,566,1,44,4,"50374","nw",1,"hauptschule","rented_flat"," ",4,5,5,4,3,5,2,2,4,5,5,4,3,5,5,5,5,5,3,5,4,4,4,1,4,0,3,4,4,3,4,3,1,3,5,1,2,3,2,2,2,2,3,1,2,4,2,5,5,2,1,0,0,0,0,1,"unemployed","below_1000","divorced_widowed",1,NA,NA,401,119,3,3,2,2,1,3,3,2,3,11,19,10,12,10,5,4,3,8,4
"71",71,71,308,0,48,4,"10553","be",1,"realschule","rented_flat"," ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,3,5,5,4,4,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,0,0,0,0,1,"retired","below_1000","single",1,NA,NA,377,69,3,3,3,3,3,3,3,3,3,17,24,6,5,4,4,4,3,5,5
"72",72,72,663,0,43,4,"85467","ba",1,"realschule","own_house"," ",4,1,2,3,4,3,3,3,4,3,5,4,3,3,2,4,3,5,3,2,4,3,5,4,3,0,0,3,3,3,2,3,3,4,3,2,3,2,4,4,3,2,3,3,2,4,3,2,3,4,5,0,0,0,0,1,"fulltime","2000_2500","partnership",2,1,NA,481,211,1,3,1,3,1,3,3,3,2,1,24,13,27,30,12,10,7,17,8
"73",73,73,3176,0,63,6,"40699","nw",1,"realschule","rented_flat"," ",5,5,5,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,5,5,5,1,1,3,1,3,3,3,5,5,3,3,3,3,1,5,1,4,5,5,1,1,1,0,0,1,"fulltime","3500_5000","married",2,1,NA,296,266,1,1,2,1,1,2,2,2,2,26,30,83,26,6,28,7,5,7,4
"74",74,74,679,0,28,2,"68642","he",1,"realschule","rented_flat"," ",3,5,4,5,4,4,2,1,3,5,5,4,4,4,4,4,5,5,4,4,3,5,5,3,3,0,0,2,4,2,3,2,3,2,4,1,5,3,3,0,3,2,2,1,4,4,4,2,4,3,2,0,0,0,0,1,"fulltime","3500_5000","married",3,2,NA,1227,96,2,3,1,3,1,3,3,3,3,27,30,10,10,7,8,4,4,5,3
"75",75,75,769,1,20,2,"48607","nw",0,"realschule","rented_flat"," ",4,5,4,4,4,3,4,2,5,3,5,4,4,4,4,5,5,5,5,5,5,4,5,5,4,0,0,4,4,4,4,3,4,4,3,2,4,5,4,4,4,4,2,5,4,5,4,3,5,7,3,0,0,0,0,1,"parttime","5000_above","single",4,2,NA,642,123,2,2,1,2,1,1,1,1,2,12,48,26,6,10,3,4,2,5,7
"76",76,76,322,1,25,2,"99085","th",1,"university","rented_flat"," ",3,3,4,4,5,5,4,3,5,5,5,4,3,4,3,4,5,5,4,5,4,5,5,4,5,0,3,2,5,5,2,5,5,5,4,4,5,4,4,5,3,5,4,3,4,3,5,4,4,6,5,0,1,1,0,0,"parttime","1500_2000","married",2,1,NA,1055,81,1,2,2,2,1,1,2,1,1,5,16,15,9,6,6,7,4,4,4
"77",77,77,1390,0,63,6,"80689","ba",1,"university","rented_flat"," ",5,5,5,5,5,3,3,2,4,5,5,4,4,5,5,5,5,5,4,5,5,5,3,2,4,0,0,5,4,5,3,1,1,1,4,2,1,4,4,4,3,3,3,4,3,1,2,4,3,7,5,0,0,0,0,1,"retired","below_1000","single",1,NA,NA,1407,530,2,2,1,1,1,2,1,2,2,27,83,81,58,46,37,46,26,37,26
"78",78,78,797,1,55,5,"25524","sh",1,"realschule","rented_flat"," ",5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,1,3,3,1,1,1,5,5,5,1,5,5,5,3,5,5,5,5,7,7,0,1,0,0,1,"fulltime","1000_1500","single",1,NA,NA,933,239,2,1,1,1,1,1,1,2,1,3,31,38,33,18,26,10,23,9,10
"79",79,79,269,0,19,2,"42281","nw",1,"realschule","rented_house"," ",5,4,2,3,2,4,3,4,5,1,3,3,4,2,2,3,1,5,2,4,3,1,5,2,4,2,2,5,3,2,4,5,3,4,1,2,5,4,2,2,3,5,2,1,1,3,4,2,2,4,3,1,1,1,0,0,"parttime","1000_1500","partnership",4,3,NA,28,90,2,2,1,2,2,1,2,1,2,28,18,22,3,3,4,3,2,3,4
"80",80,80,992,1,62,6,"55126","rp",1,"university","own_flat"," ",4,5,5,3,3,4,4,4,3,4,5,3,4,5,4,5,4,5,3,5,4,4,5,3,4,1,2,5,4,4,3,2,2,3,1,3,1,3,5,4,2,4,4,5,2,4,1,4,5,5,4,0,1,0,0,1,"parttime","2000_2500","divorced_widowed",1,NA,NA,1309,440,2,2,2,1,1,1,2,1,2,19,48,22,13,8,48,18,25,19,56
"81",81,81,312,1,30,3,"23554","sh",1,"realschule","own_house"," ",3,5,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,"parttime","3500_5000","married",3,2,NA,798,57,1,2,1,1,1,1,1,1,2,18,8,7,4,5,4,4,4,7,4
"82",82,82,555,0,19,2,"93155","ba",1,"fachabitur","own_house"," ",5,5,5,5,5,5,3,4,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,4,3,0,4,5,3,3,1,2,2,1,3,1,5,2,5,1,5,5,5,5,5,5,5,5,4,4,0,1,0,0,1,"student","1000_1500","single",5,3,NA,1482,156,1,2,1,1,1,1,2,2,2,12,33,16,19,13,9,14,12,21,11
"83",83,83,474,0,25,2,"18055","mv",1,"fachabitur","rented_flat"," ",3,2,3,3,3,4,3,3,3,4,4,4,4,3,3,3,2,2,3,3,3,2,2,2,3,1,2,3,3,3,4,3,4,4,2,3,4,3,4,4,3,4,4,3,3,3,3,3,3,4,3,0,0,1,0,0,"student","3500_5000","single",4,1,NA,1354,94,1,2,2,1,1,2,2,2,2,4,15,12,9,7,6,5,9,10,7
"84",84,84,1507,1,25,2,"94339","ba",1,"realschule","rented_flat"," ",4,5,5,5,4,5,4,3,1,5,5,4,4,5,5,5,5,5,5,5,5,5,5,3,4,0,0,2,5,2,5,1,3,1,3,3,4,4,2,4,1,4,5,5,3,5,2,5,5,4,1,1,1,0,0,1,"fulltime","2500_3500","partnership",2,1,NA,755,937,2,2,2,2,1,1,2,2,1,5,49,20,25,16,13,25,11,740,14
"85",85,85,1105,1,34,3,"19053","mv",1,"realschule","rented_flat"," ",3,5,4,4,3,4,2,1,4,4,5,4,5,5,5,5,5,5,5,5,5,3,5,3,5,0,0,3,3,3,4,2,2,4,3,3,2,4,4,2,2,2,2,4,1,5,3,4,4,3,3,0,1,0,0,1,"parttime","1000_1500","divorced_widowed",2,2,NA,857,317,2,1,1,2,1,1,1,1,1,17,102,40,33,24,23,16,13,14,8
"86",86,86,782,0,61,6,"22965","sh",1,"abitur","own_house"," ",5,4,5,4,5,5,3,3,3,4,5,3,3,5,4,3,4,5,4,5,3,4,5,1,5,0,3,4,4,3,5,5,2,2,4,3,1,3,5,3,3,3,3,4,2,5,4,4,3,4,4,0,0,0,0,1,"fulltime","5000_above","married",2,1,NA,1356,280,2,2,1,2,1,2,2,1,2,6,51,24,25,31,26,18,27,20,25
"87",87,87,953,1,31,3,"35075","he",0,"realschule","rented_flat"," ",5,5,4,5,5,4,3,2,3,4,5,3,4,5,4,4,5,5,5,5,4,5,5,5,5,1,0,5,5,4,4,3,3,4,2,3,3,4,5,4,3,3,2,4,3,3,4,3,5,5,3,1,0,0,0,1,"fulltime","3500_5000","partnership",3,1,NA,1169,232,2,2,1,3,1,2,1,1,2,29,74,18,17,12,21,18,14,12,15
"88",88,88,573,1,61,6,"60385","he",1,"abitur","own_flat"," ",5,5,5,5,3,5,4,3,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,4,5,5,5,1,3,2,3,4,2,2,3,4,3,5,4,1,1,5,1,5,5,7,3,0,0,0,0,1,"fulltime","3500_5000","married",2,1,NA,1258,171,1,1,1,1,1,2,2,2,2,28,23,7,17,17,23,9,11,20,7
"89",89,89,240,0,27,2,"87435","ba",1,"abitur","rented_house"," ",3,4,5,3,2,2,4,4,5,2,3,3,2,2,4,5,5,4,4,3,2,4,3,1,0,2,2,4,5,5,5,5,5,3,3,1,4,4,3,4,2,4,4,2,4,4,3,4,5,3,7,0,0,1,0,0,"fulltime","2500_3500","married",2,1,NA,975,46,1,2,2,1,2,1,1,1,1,15,10,3,5,5,2,3,2,3,3
"90",90,90,635,0,32,3,"71332","bw",1,"realschule","rented_flat"," ",5,5,5,5,4,3,5,3,3,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,0,3,5,5,5,4,2,1,1,1,3,5,3,5,4,1,1,3,5,2,5,2,5,5,4,1,0,0,0,0,1,"fulltime","2500_3500","single",1,NA,NA,54,175,2,2,1,2,1,2,1,1,2,24,29,13,11,12,13,25,13,11,12
"91",91,91,640,0,66,6,"77694","bw",1,"hauptschule","rented_house"," ",4,5,5,5,4,5,3,3,4,4,5,4,4,4,4,5,4,5,4,4,4,4,5,4,4,0,0,2,3,2,2,4,5,3,5,4,4,4,5,4,4,3,2,4,4,3,3,4,4,4,4,0,0,0,0,1,"retired","2000_2500","married",2,1,NA,262,171,1,2,2,2,3,1,3,1,3,22,22,13,10,12,17,7,63,15,25
"92",92,92,484,0,49,4,"68163","bw",1,"polyt_oberschule","rented_flat"," ",5,5,4,4,4,4,3,3,3,4,5,4,3,4,3,3,4,5,4,5,4,4,5,3,5,0,0,5,4,3,3,2,3,5,4,3,3,3,4,3,2,3,2,3,3,4,4,3,4,3,2,0,0,0,0,1,"fulltime","3500_5000","married",2,1,NA,1129,126,3,1,1,1,1,1,2,1,2,19,22,12,8,10,6,9,13,11,7
"93",93,93,749,0,56,5,"85055","ba",1,"university","own_house"," ",5,5,5,5,5,5,5,3,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,3,0,0,5,5,5,3,2,1,1,1,2,1,5,5,5,2,5,5,5,4,4,5,4,5,6,2,0,1,0,1,0,"fulltime","5000_above","married",4,1,NA,1533,202,1,1,1,1,2,1,1,2,1,3,32,23,14,13,16,22,14,18,12
"94",94,94,435,0,22,2,"39116","st",1,"fachabitur","rented_flat"," ",5,5,5,4,4,4,4,3,3,4,4,3,5,3,5,3,3,4,4,3,4,4,4,4,4,0,0,4,5,4,3,2,3,5,1,5,2,3,3,5,5,3,3,3,1,5,3,5,5,7,3,0,0,0,0,1,"fulltime","1000_1500","single",1,NA,NA,451,121,2,2,1,1,1,1,1,1,2,1,17,11,17,8,5,29,6,8,6
"95",95,95,540,1,55,5,"83088","ba",0,"university","own_house"," ",5,5,5,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,3,3,1,1,2,1,1,1,5,5,3,1,1,5,5,2,5,0,5,4,7,2,0,0,1,0,0,"parttime","3500_5000","partnership",2,1,NA,1625,171,1,1,2,1,2,1,2,2,1,5,32,20,26,16,16,11,12,9,9
"96",96,96,330,0,50,5,"90489","ba",1,"realschule","rented_flat"," ",5,5,5,5,2,5,2,1,2,5,5,5,5,5,5,4,5,5,5,4,3,4,5,4,3,0,0,5,2,5,4,2,5,2,5,1,5,2,3,3,3,1,1,1,1,4,1,5,5,2,1,0,0,0,0,1,"unemployed","below_1000","divorced_widowed",1,NA,NA,40,62,3,1,2,2,1,1,2,1,2,10,6,18,4,5,3,5,4,6,5
"97",97,97,1215,0,61,6,"18147","mv",1,"polyt_oberschule","rented_flat"," ",4,5,5,5,3,5,3,3,5,5,5,5,4,5,4,4,5,5,4,5,3,5,5,5,5,0,3,5,4,3,5,3,1,4,3,3,4,5,4,3,2,3,4,4,3,5,4,5,4,6,2,0,0,0,0,1,"fulltime","2000_2500","married",1,NA,NA,725,384,1,2,2,2,1,2,2,2,1,5,46,68,38,28,31,26,70,24,15
"98",98,98,918,0,70,6,"91338","ba",1,"realschule","own_house"," ",5,5,5,5,5,5,2,2,3,5,5,2,5,5,5,4,5,5,4,5,5,5,5,2,5,0,0,5,5,5,3,2,1,3,3,2,3,3,4,5,1,4,4,3,4,5,4,5,5,7,3,0,0,0,0,1,"retired","2500_3500","married",2,1,NA,24,305,1,1,2,1,1,2,2,1,1,24,75,31,16,20,16,10,66,19,15
"99",99,99,545,0,24,2,"21509","sh",1,"realschule","rented_flat"," ",3,3,3,3,3,3,1,2,5,5,5,5,3,2,3,3,3,4,3,3,3,4,4,3,3,0,0,3,4,3,4,5,5,5,4,5,4,1,2,1,5,4,4,1,4,1,2,1,5,4,2,0,0,0,0,1,"fulltime","1500_2000","single",1,NA,NA,1122,108,3,3,3,1,1,1,3,3,2,12,38,8,11,7,6,4,10,8,8
"100",100,100,351,0,58,5,"84028","ba",1,"university","own_house"," ",2,4,3,2,0,3,4,3,4,4,3,3,2,3,2,2,4,3,3,3,1,2,0,2,4,2,2,3,4,3,2,3,4,2,2,4,1,4,3,2,2,2,4,3,3,4,1,4,3,3,3,0,0,0,0,1,"fulltime","5000_above","partnership",2,1,NA,1422,38,2,1,3,2,2,1,2,1,2,12,3,3,3,4,3,4,3,3,2
"101",101,101,1037,1,34,3,"45711","nw",1,"realschule","rented_flat"," ",4,3,3,5,4,4,3,3,5,5,5,4,5,4,5,5,3,5,4,5,5,4,5,5,3,0,0,4,4,3,4,3,4,4,2,4,4,5,4,3,3,4,3,3,2,4,4,4,3,7,7,0,1,1,0,0,"parttime","below_1000","married",4,3,NA,1195,276,2,1,2,2,2,1,3,2,2,25,59,13,14,42,11,10,23,34,16
"102",102,102,395,0,25,2,"04600","th",1,"realschule","rented_flat"," ",3,4,3,4,4,3,4,3,3,3,2,4,3,4,4,4,5,5,4,4,5,4,4,5,5,3,0,4,5,4,3,4,3,2,0,2,4,4,5,0,0,4,0,3,3,3,5,3,2,7,6,0,0,0,0,1,"fulltime","2000_2500","partnership",2,1,NA,776,104,2,2,3,1,2,1,3,1,2,26,17,9,13,6,7,5,10,8,10
"103",103,103,802,0,55,5,"71336","bw",1,"realschule","rented_flat"," ",5,5,5,5,5,5,3,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,0,2,5,5,5,5,1,3,3,1,1,1,5,5,5,1,5,4,5,1,5,3,5,5,7,7,0,1,0,0,1,"fulltime","2500_3500","divorced_widowed",1,NA,NA,387,176,2,2,1,1,1,1,1,2,2,27,35,20,17,16,16,14,11,13,11
"104",104,104,882,1,51,5,"24106","sh",1,"abitur","own_flat"," ",5,5,5,2,5,5,4,3,2,5,5,4,5,5,5,5,5,5,5,5,4,2,5,2,3,0,0,5,5,5,5,1,1,1,2,3,4,3,5,5,3,5,4,5,1,5,1,5,5,5,4,0,0,0,0,1,"fulltime","2000_2500","partnership",1,NA,NA,1384,285,1,1,1,1,1,2,1,2,1,4,46,29,34,12,19,26,22,21,11
"105",105,105,340,0,23,2,"45147","nw",1,"realschule","rented_flat"," ",3,3,3,5,3,5,3,2,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,3,4,3,5,5,4,3,3,4,2,4,5,4,5,5,4,5,5,5,5,5,5,7,7,0,1,0,1,0,"parttime","1500_2000","single",4,2,NA,334,64,1,2,2,1,2,1,2,1,1,4,10,18,9,7,3,2,3,3,2
"106",106,106,819,1,50,5,"18435","mv",1,"polyt_oberschule","rented_flat"," ",4,4,4,4,5,4,3,2,3,4,5,4,4,5,5,5,4,5,4,4,5,4,5,4,4,0,3,5,4,4,5,1,1,1,3,3,1,4,5,4,3,4,4,4,3,5,4,4,5,7,5,0,1,0,0,1,"parttime","1000_1500","single",1,NA,NA,1038,103,1,2,1,1,1,1,1,2,2,18,10,5,6,4,7,4,6,8,5
"107",107,107,1389,1,56,5,"46047","nw",1,"realschule","rented_flat"," ",5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,5,5,5,4,3,3,4,5,3,1,3,5,4,2,5,4,3,2,5,2,5,5,7,2,1,1,0,0,1,"retired","1000_1500","partnership",1,NA,NA,208,266,2,2,2,2,1,2,2,1,2,28,37,16,19,13,21,12,24,35,16
"108",108,108,422,1,20,2,"84347","ba",0,"fachabitur","rented_flat"," ",4,0,4,5,5,5,1,2,3,3,5,5,5,2,5,2,5,5,3,0,4,4,5,4,3,0,0,4,3,4,5,3,4,2,3,3,4,3,4,3,3,4,5,4,2,3,4,3,3,2,2,0,0,0,0,1,"fulltime","below_1000","single",1,NA,NA,66,158,2,2,1,2,1,2,2,1,2,6,30,12,7,6,5,8,9,70,4
"109",109,109,1030,1,68,6,"65391","he",1,"polyt_oberschule","own_house"," ",3,5,3,4,3,4,3,3,2,3,5,4,4,5,5,4,4,5,4,5,5,4,5,5,5,1,3,3,3,4,4,4,2,3,4,5,4,3,5,3,3,4,5,4,2,5,2,5,3,4,3,0,1,0,0,1,"retired","2500_3500","divorced_widowed",3,1,NA,1551,299,1,1,1,1,1,1,1,1,1,21,51,44,17,27,22,37,20,39,17
"110",110,110,1042,0,63,6,"58710","nw",1,"university","own_house"," ",4,2,4,5,5,2,3,3,2,4,5,4,4,5,4,5,4,4,4,5,5,3,4,3,5,0,3,5,5,5,5,1,2,1,1,1,2,5,5,5,2,5,5,5,4,5,2,5,3,4,3,0,1,1,0,0,"retired","3500_5000","married",2,1,NA,1296,288,2,2,2,1,2,1,2,1,2,6,60,37,18,21,24,17,27,28,17
"111",111,111,1403,1,39,3,"17258","mv",1,"realschule","rented_flat"," ",5,5,5,4,4,5,3,3,3,4,5,4,3,5,5,5,4,5,3,5,5,2,5,2,5,0,0,5,4,3,5,4,3,5,3,3,2,3,4,4,4,4,4,2,1,5,4,4,5,6,2,0,0,0,0,1,"retired","1000_1500","married",2,1,NA,917,367,1,1,1,2,1,1,1,1,2,17,70,25,34,42,26,18,15,19,22
"112",112,112,669,1,42,4,"70499","bw",1,"abitur","rented_flat"," ",4,5,5,3,3,4,2,1,1,4,5,1,4,5,5,5,5,5,3,5,5,5,5,4,5,0,0,5,4,4,5,2,2,2,1,1,2,4,5,5,3,4,5,5,1,5,0,5,5,6,5,0,1,0,0,1,"fulltime","2000_2500","single",1,NA,NA,767,313,1,2,2,2,2,1,1,2,1,17,26,18,174,15,26,12,7,10,13
"113",113,113,703,0,41,4,"90455","ba",1,"abitur","own_house"," ",4,5,5,5,5,5,3,3,3,4,5,4,4,4,5,4,4,5,4,4,4,4,5,2,4,0,0,4,3,4,3,2,2,3,3,3,3,3,5,5,3,4,4,3,2,5,2,4,4,4,4,0,0,0,0,1,"fulltime","3500_5000","married",3,2,NA,1294,201,1,1,2,2,1,2,1,2,2,4,26,97,7,11,6,6,9,7,9
"114",114,114,1535,0,47,4,"30167","ni",1,"hauptschule","rented_flat"," ",0,5,4,5,3,4,2,1,3,3,4,2,3,3,3,0,0,0,0,0,3,3,4,2,3,0,0,3,4,4,4,2,3,3,1,2,0,3,3,3,4,3,2,3,2,4,3,4,4,3,2,0,0,0,0,1,"fulltime","below_1000","single",2,1,NA,820,119,3,3,3,1,1,1,3,2,3,10,15,8,6,7,6,7,8,8,5
"115",115,115,771,1,25,2,"81249","ba",1,"university","rented_flat"," ",4,5,4,3,5,4,1,1,4,4,5,5,4,4,5,5,4,5,4,5,5,4,5,3,4,0,3,4,3,4,4,5,2,4,2,2,2,2,4,3,3,4,4,2,1,5,4,2,3,3,4,0,0,0,0,1,"fulltime","5000_above","partnership",2,1,NA,1266,223,1,3,3,3,1,3,3,1,2,6,41,28,12,13,11,5,6,11,13
"116",116,116,575,1,68,6,"53557","rp",0,"realschule","rented_flat"," ",5,5,5,5,3,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,5,5,5,5,5,2,3,3,5,3,5,5,5,3,5,5,5,3,5,5,5,5,7,7,1,1,0,0,1,"retired","2500_3500","divorced_widowed",1,NA,NA,494,194,1,2,1,2,2,2,2,2,1,14,33,22,26,24,14,11,10,9,25
"117",117,117,1272,0,41,4,"01468","sn",0,"university","rented_flat"," ",0,0,4,3,4,3,1,1,4,5,5,5,4,4,4,5,5,5,5,5,3,4,5,3,3,1,0,5,4,2,3,2,1,5,1,0,1,3,5,1,1,3,3,3,1,5,4,2,0,4,2,0,0,0,0,1,"fulltime","5000_above","married",5,3,NA,1590,193,2,1,2,1,1,1,1,2,1,30,49,24,17,20,8,13,8,25,7
"118",118,118,406,1,18,2,"23570","sh",1,"realschule","rented_flat"," ",3,5,4,1,3,2,3,3,3,3,2,4,1,1,3,0,1,0,2,0,0,1,0,2,1,3,0,2,1,2,1,1,0,2,0,0,0,5,4,0,3,3,0,0,5,1,1,1,2,3,4,0,1,0,0,1,"housewife_man","1000_1500","single",5,4,NA,657,125,3,3,2,1,1,2,3,1,2,27,17,14,9,10,4,9,14,9,22
"119",119,119,576,0,18,2,"30657","ni",1,"abitur","own_house"," ",3,4,4,3,4,0,1,2,2,5,5,1,3,3,5,5,5,5,3,3,4,5,5,1,1,0,0,5,3,3,4,1,4,4,3,4,4,4,3,3,4,3,3,2,3,4,4,2,2,3,4,0,0,0,0,1,"parttime","5000_above","single",4,2,NA,563,160,2,1,2,2,1,1,1,1,2,23,46,17,14,13,13,6,5,9,9
"120",120,120,458,1,34,3,"13059","be",1,"realschule","rented_flat"," ",3,3,0,4,4,2,1,1,2,3,5,3,2,4,3,4,5,5,4,4,4,5,4,4,5,0,3,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,3,3,4,4,4,2,0,1,0,0,1,"fulltime","2500_3500","partnership",3,2,NA,672,109,1,3,2,2,1,1,3,2,2,12,25,10,8,6,8,8,8,6,8
"121",121,121,495,1,19,2,"46047","nw",1,"abitur","own_house"," ",3,4,2,3,4,4,3,3,3,5,5,3,5,4,5,5,5,5,4,5,4,5,5,5,4,3,2,4,4,3,4,2,2,3,3,3,3,3,3,2,2,2,3,3,3,4,2,4,3,3,2,1,0,1,1,0,"student","2500_3500","partnership",5,1,NA,727,132,2,1,1,2,1,2,2,1,1,7,33,36,7,8,6,13,10,4,9
"122",122,122,1007,1,37,3,"38350","ni",0,"realschule","rented_house"," ",5,5,5,4,5,5,3,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,3,2,5,2,5,3,4,5,5,3,5,5,5,1,5,2,5,4,7,7,0,0,0,0,1,"parttime","5000_above","married",4,3,NA,1193,177,1,1,1,1,1,1,1,1,2,23,45,23,18,22,7,5,7,21,20
"123",123,123,254,0,20,2,"38707","ni",1,"realschule","rented_house"," ",0,0,0,0,0,0,5,2,3,3,3,3,3,3,3,0,0,5,5,5,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,1,"fulltime","2000_2500","partnership",4,1,NA,1172,58,2,2,1,1,1,2,1,1,2,2,7,12,4,3,3,4,6,4,4
"124",124,124,1319,1,60,6,"53773","nw",1,"fachabitur","own_house"," ",5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,0,0,5,1,3,5,3,0,5,1,1,0,3,5,3,5,1,1,0,1,5,1,5,5,7,2,0,0,0,0,1,"fulltime","2000_2500","divorced_widowed",2,1,NA,785,407,2,2,2,2,1,2,2,2,1,5,89,44,27,31,33,23,18,24,22
"125",125,125,484,1,41,4,"41066","nw",1,"abitur","own_house"," ",4,5,4,5,4,4,3,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,4,4,1,1,3,1,4,4,3,3,2,4,3,3,3,3,3,2,4,5,6,4,0,0,0,0,1,"parttime","3500_5000","married",3,2,NA,1306,110,2,2,2,2,1,1,1,1,1,16,42,10,9,6,9,5,4,5,13
